ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS
8496	when? (at what time?)	Bankan_Tey	wàwtù àŋgú ɲâŋ	w à w t ù # à ŋ ɡ ú # ɲ â ŋ
8497	when? (at what time?)	Ben_Tey	lɛ̀:rɛ̀ ǹjé ɲâyⁿ	l ɛ̀ː r ɛ̀ # ǹ dʒ é # ɲ â j̃
8498	when? (at what time?)	Ben_Tey	wàgàtù ǎŋ ɲâyⁿ	w à ɡ à t ù # ǎ ŋ # ɲ â j̃
8499	when? (at what time?)	Bunoge	nà wá:rì	n à # w áː r ì
8500	when? (at what time?)	Bunoge	ʔèbègé wàgâr	ʔ è b è ɡ é # w à ɡ â r
8501	when? (at what time?)	Jamsay_Douentza	lɛ̀:rɛ̀ yɔ́kkɔ̀ lè	l ɛ̀ː r ɛ̀ # j ɔ́ k k ɔ̀ # l è
8502	when? (at what time?)	Jamsay_Douentza	wàkàtì yɔ́kkɔ̀ lè	w à k à t ì # j ɔ́ k k ɔ̀ # l è
8503	when? (at what time?)	Mombo	wàgùrù mómbó	w à ɡ ù r ù # m ó m b ó
8504	when? (at what time?)	Najamba	mà	m à
8505	when? (at what time?)	Nanga	ɛ̀:r àrⁿáŋá	ɛ̀ː r # à r̃ á ŋ á
8506	when? (at what time?)	Nanga	wàgàtì àrⁿáŋá	w à ɡ à t ì # à r̃ á ŋ á
8507	when? (at what time?)	Penange	wèn wàgárà	w è n # w à ɡ á r à
8508	when? (at what time?)	Perge_Tegu	yǎw dógùrù	j ǎ w # d ó ɡ ù r ù
8509	when? (at what time?)	Tebul_Ure	à:rⁿá	àː r̃ á
8510	when? (at what time?)	Tiranige	ánáŋgà	á n á ŋ ɡ à
8511	when? (at what time?)	Togo_Kan	yǎ: téŋé bè	j ǎː # t é ŋ é # b è
8512	when? (at what time?)	Tommo_So	ńjɛ́ wáárú le	ń dʒ ɛ́ # w áː r ú # l e
8513	when? (at what time?)	Tommo_So	wàkàdù yàgú	w à k à d ù # j à ɡ ú
8514	when? (at what time?)	Toro_Tegu	yàgá túwⁿɔ̀	j à ɡ á # t ú w̃ ɔ̀
8515	when? (at what time?)	Toro_Tegu	yàgá cɛ́là	j à ɡ á # tʃ ɛ́ l à
8516	when? (at what time?)	Yanda_Dom	wàkàtù ʔə̀ɲì mí:	w à k à t ù # ʔ ə̀ ɲ ì # m íː
8517	when? (at what time?)	Yorno_So	lé	l é
8518	when? (at what time?)	Dogul_Dom	àg-wá:rù-ŋ̀	à ɡ w áː r ù ŋ̀
8519	when? (at what time?)	Donno_So	wàgùrù yɔ̀gɔ́	w à ɡ ù r ù # j ɔ̀ ɡ ɔ́
8520	when? (e.g. what day?)	Ampari	wⁿàná	w̃ à n á
8521	when? (e.g. what day?)	Bankan_Tey	tù àŋgú ɲâŋ	t ù # à ŋ ɡ ú # ɲ â ŋ
8522	when? (e.g. what day?)	Ben_Tey	àŋgú sú wò	à ŋ ɡ ú # s ú # w ò
8523	when? (e.g. what day?)	Bunoge	nà náŋgà	n à # n á ŋ ɡ à
8524	when? (e.g. what day?)	Jamsay_Douentza	dògùrù yɔ́kkɔ̀ lè	d ò ɡ ù r ù # j ɔ́ k k ɔ̀ # l è
8525	when? (e.g. what day?)	Jamsay_Douentza	yàŋárⁿà	j à ŋ á r̃ à
8526	when? (e.g. what day?)	Jamsay_Mondoro	yàŋárⁿà	j à ŋ á r̃ à
8527	when? (e.g. what day?)	Mombo	gè:dènì mómbó	ɡ èː d è n ì # m ó m b ó
8528	when? (e.g. what day?)	Najamba	àŋgí sárà	à ŋ ɡ í # s á r à
8529	when? (e.g. what day?)	Nanga	àŋgú tû: gò	à ŋ ɡ ú # t ûː # ɡ ò
8530	when? (e.g. what day?)	Perge_Tegu	yǎw dógùrù	j ǎ w # d ó ɡ ù r ù
8531	when? (e.g. what day?)	Tebul_Ure	à:rⁿá	àː r̃ á
8532	when? (e.g. what day?)	Tiranige	ánáŋgà	á n á ŋ ɡ à
8533	when? (e.g. what day?)	Tiranige	dèyⁿ árí	d è j̃ # á r í
8534	when? (e.g. what day?)	Togo_Kan	yǎ: dógùrù	j ǎː # d ó ɡ ù r ù
8535	when? (e.g. what day?)	Tommo_So	bày yàgú	b à j # j à ɡ ú
8536	when? (e.g. what day?)	Tommo_So	bày yààná	b à j # j àː n á
8537	when? (e.g. what day?)	Toro_Tegu	yàgá túwⁿɔ̀	j à ɡ á # t ú w̃ ɔ̀
8538	when? (e.g. what day?)	Toro_Tegu	yàgá cɛ́là	j à ɡ á # tʃ ɛ́ l à
8539	when? (e.g. what day?)	Yanda_Dom	à:rⁿà	àː r̃ à
8540	when? (e.g. what day?)	Yanda_Dom	à:rⁿà gá	àː r̃ à # ɡ á
8541	when? (e.g. what day?)	Yorno_So	bày yǎ:rⁿà	b à j # j ǎː r̃ à
8542	when? (e.g. what day?)	Yorno_So	bày yɔ̀gɔ̌:	b à j # j ɔ̀ ɡ ɔ̌ː
8543	when? (e.g. what day?)	Dogul_Dom	á:nà:	áː n àː
8544	where? (location)	Ampari	wⁿɔ̂wⁿ	w̃ ɔ̂ w̃
8545	where? (location)	Bangime	kóté	k ó t é
8546	where? (location)	Bankan_Tey	ǎnnì	ǎ n n ì
8547	where? (location)	Ben_Tey	ándá:	á n d áː
8548	where? (location)	Bunoge	nálò	n á l ò
8549	where? (location)	Dogul_Dom	àŋá	à ŋ á
8550	where? (location)	Jamsay_Douentza	yɔ̌: lé	j ɔ̌ː # l é
8551	where? (location)	Jamsay_Mondoro	yɔ̌w lé	j ɔ̌ w # l é
8552	where? (location)	Mombo	mándà	m á n d à
8553	where? (location)	Najamba	ǎǹ	ǎ ǹ
8554	where? (location)	Najamba	ànî:	à n îː
8555	where? (location)	Nanga	àrⁿáŋá	à r̃ á ŋ á
8556	where? (location)	Penange	mbá	m b á
8557	where? (location)	Perge_Tegu	yǎw	j ǎ w
8558	where? (location)	Tebul_Ure	àndí	à n d í
8559	where? (location)	Tiranige	àná	à n á
8560	where? (location)	Togo_Kan	ya᷈:	j a᷈ː
8561	where? (location)	Tommo_So	yàbáá	j à b áː
8562	where? (location)	Tommo_So	yàgú nɛ	j à ɡ ú # n ɛ
8563	where? (location)	Toro_Tegu	yàgá	j à ɡ á
8564	where? (location)	Yanda_Dom	àmbá:	à m b áː
8565	where? (location)	Yorno_So	yàbá:	j à b áː
8566	where? (location)	Yorno_So	yɔ̀gɔ̌: nɛ̀	j ɔ̀ ɡ ɔ̌ː # n ɛ̀
8567	where? (location)	Donno_So	yɔ̀gɔ́ rà:	j ɔ̀ ɡ ɔ́ # r àː
8568	which?	Ampari	wⁿà: kàní	w̃ àː # k à n í
8569	which?	Bankan_Tey	àŋgú	à ŋ ɡ ú
8570	which?	Ben_Tey	àŋgú kù be᷈:	à ŋ ɡ ú # k ù # b e᷈ː
8571	which?	Ben_Tey	àŋgú kúm̀	à ŋ ɡ ú # k ú m̀
8572	which?	Ben_Tey	àŋgûm	à ŋ ɡ û m
8573	which?	Bunoge	nà	n à
8574	which?	Dogul_Dom	ágí	á ɡ í
8575	which?	Jamsay_Douentza	yɔ́kkɔ̀	j ɔ́ k k ɔ̀
8576	which?	Jamsay_Mondoro	yɔ́kkɔ̀	j ɔ́ k k ɔ̀
8577	which?	Jamsay_Mondoro	yɔ̌w	j ɔ̌ w
8578	which?	Mombo	mómbó	m ó m b ó
8579	which?	Najamba	àŋgú	à ŋ ɡ ú
8580	which?	Nanga	àŋgú	à ŋ ɡ ú
8581	which?	Penange	wèn	w è n
8582	which?	Perge_Tegu	yǎwkɔ̀	j ǎ w k ɔ̀
8583	which?	Tebul_Ure	àgú	à ɡ ú
8584	which?	Tiranige	árí	á r í
8585	which?	Togo_Kan	yǎ:kɔ́	j ǎː k ɔ́
8586	which?	Tommo_So	yàgú	j à ɡ ú
8587	which?	Toro_Tegu	yàgásì	j à ɡ á s ì
8588	which?	Yanda_Dom	àŋgó	à ŋ ɡ ó
8589	which?	Yorno_So	yɔ̀gɔ̌:	j ɔ̀ ɡ ɔ̌ː
8590	which?	Donno_So	yɔ̀gɔ́	j ɔ̀ ɡ ɔ́
8591	white, light-colored	Ampari	tò:mbò	t òː m b ò
8592	white, light-colored	Bangime	sìjɔ̀ⁿ	s ì dʒ ɔ̃̀
8593	white, light-colored	Bangime	sìmá	s ì m á
8594	white, light-colored	Bankan_Tey	píndɛ́	p í n d ɛ́
8595	white, light-colored	Ben_Tey	pílɛ́	p í l ɛ́
8596	white, light-colored	Ben_Tey	pílɛ́yɛ̀	p í l ɛ́ j ɛ̀
8597	white, light-colored	Ben_Tey	pílɛ́m	p í l ɛ́ m
8598	white, light-colored	Bunoge	sìmà	s ì m à
8599	white, light-colored	Dogul_Dom	pílàŋ	p í l à ŋ
8600	white, light-colored	Gourou	pírú	p í r ú
8601	white, light-colored	Jamsay_Douentza	pírú	p í r ú
8602	white, light-colored	Jamsay_Mondoro	pírú	p í r ú
8603	white, light-colored	Mombo	tómbò	t ó m b ò
8604	white, light-colored	Najamba	pílɛ̀	p í l ɛ̀
8605	white, light-colored	Najamba	pílɛ̀ŋgò	p í l ɛ̀ ŋ ɡ ò
8606	white, light-colored	Nanga	pírí	p í r í
8607	white, light-colored	Penange	tòmbò	t ò m b ò
8608	white, light-colored	Perge_Tegu	pírí	p í r í
8609	white, light-colored	Sangha_So	pírú	p í r ú
8610	white, light-colored	Tebul_Ure	pílɛ́:	p í l ɛ́ː
8611	white, light-colored	Tebul_Ure	pîlgɔ́	p î l ɡ ɔ́
8612	white, light-colored	Tebul_Ure	pílmbɔ́	p í l m b ɔ́
8613	white, light-colored	Tiranige	púlɛ́	p ú l ɛ́
8614	white, light-colored	Togo_Kan	pírí	p í r í
8615	white, light-colored	Tommo_So	pílú	p í l ú
8616	white, light-colored	Toro_Tegu	pírú	p í r ú
8617	white, light-colored	Yanda_Dom	pílɛ́	p í l ɛ́
8618	white, light-colored	Yorno_So	píl	p í l
8619	white, light-colored	Donno_So	pílù	p í l ù
8620	who?	Ampari	wà:	w àː
8621	who?	Bangime	já	dʒ á
8622	who?	Bankan_Tey	ǎm	ǎ m
8623	who?	Ben_Tey	ǎm	ǎ m
8624	who?	Bunoge	ʔà:yè	ʔ àː j è
8625	who?	Dogul_Dom	ámí	á m í
8626	who?	Jamsay_Douentza	ǎ:	ǎː
8627	who?	Jamsay_Douentza	ìlá:	ì l áː
8628	who?	Mombo	á:	áː
8629	who?	Najamba	ǎm	ǎ m
8630	who?	Nanga	ǎŋ	ǎ ŋ
8631	who?	Penange	à:	àː
8632	who?	Perge_Tegu	ǎ:	ǎː
8633	who?	Tebul_Ure	àḿ	à ḿ
8634	who?	Tiranige	à:	àː
8635	who?	Togo_Kan	ǎ:	ǎː
8636	who?	Tommo_So	áá	áː
8637	who?	Toro_Tegu	àyé	à j é
8638	who?	Yanda_Dom	àm	à m
8639	who?	Yorno_So	ǎ:	ǎː
8640	who?	Donno_So	a᷈:	a᷈ː
8641	why?	Ampari	ìnjɛ́ nóndò	ì n dʒ ɛ́ # n ó n d ò
8642	why?	Bankan_Tey	ǹjé déŋgèy	ǹ dʒ é # d é ŋ ɡ è j
8643	why?	Ben_Tey	ǹjé gǐn	ǹ dʒ é # ɡ ǐ n
8644	why?	Ben_Tey	ǹjé gǔn	ǹ dʒ é # ɡ ǔ n
8645	why?	Bunoge	ʔèbégè dà	ʔ è b é ɡ è # d à
8646	why?	Dogul_Dom	ǹgólàŋ	ǹ ɡ ó l à ŋ
8647	why?	Jamsay_Douentza	ìɲé	ì ɲ é
8648	why?	Jamsay_Douentza	ìɲé jɛ́	ì ɲ é # dʒ ɛ́
8649	why?	Mombo	íŋgyá nâw	í ŋ ɡ j á # n â w
8650	why?	Najamba	yèŋgé nɛ̀n	j è ŋ ɡ é # n ɛ̀ n
8651	why?	Nanga	kɔ̀ɲɛ́ dɛ̀rⁿí	k ɔ̀ ɲ ɛ́ # d ɛ̀ r̃ í
8652	why?	Nanga	ǹɲɛ́ dɛ̀rⁿí	ǹ ɲ ɛ́ # d ɛ̀ r̃ í
8653	why?	Penange	njɛ́ nâm:	n dʒ ɛ́ # n â m ː
8654	why?	Penange	njɛ́ námù	n dʒ ɛ́ # n á m ù
8655	why?	Perge_Tegu	ìnjé jɛ́	ì n dʒ é # dʒ ɛ́
8656	why?	Tebul_Ure	ìnjé dùgò	ì n dʒ é # d ù ɡ ò
8657	why?	Tebul_Ure	ìnjé kàndà	ì n dʒ é # k à n d à
8658	why?	Tiranige	ndégé dàgà	n d é ɡ é # d à ɡ à
8659	why?	Togo_Kan	ìŋé gɛ̀:	ì ŋ é # ɡ ɛ̀ː
8660	why?	Tommo_So	ńjɛ́ díɛ́	ń dʒ ɛ́ # d í ɛ́
8661	why?	Toro_Tegu	èsé kà:	è s é # k àː
8662	why?	Toro_Tegu	èsé kà:wà	è s é # k àː w à
8663	why?	Toro_Tegu	ìsé kà:	ì s é # k àː
8664	why?	Toro_Tegu	yé dè	j é # d è
8665	why?	Yanda_Dom	cìʔə̀ɲè dán	tʃ ì ʔ ə̀ ɲ è # d á n
8666	why?	Yanda_Dom	ʔə̀ɲè dán	ʔ ə̀ ɲ è # d á n
8667	why?	Yanda_Dom	ʔə̀ɲè nî:	ʔ ə̀ ɲ è # n îː
8668	why?	Yorno_So	ǹjɛ́ dɛ̀:	ǹ dʒ ɛ́ # d ɛ̀ː
8669	why?	Donno_So	ìnjú	ì n dʒ ú
8670	wide (passageway)	Bangime	téŋɡò	t é ŋ ɡ ò
8671	wide (passageway)	Bankan_Tey	káwⁿáwⁿ	k á w̃ á w̃
8672	wide (passageway)	Ben_Tey	káwàw	k á w à w
8673	wide (passageway)	Bunoge	bàmbà	b à m b à
8674	wide (passageway)	Jamsay_Douentza	wá:	w áː
8675	wide (passageway)	Mombo	bámbá	b á m b á
8676	wide (passageway)	Najamba	wàyáŋgé	w à j á ŋ ɡ é
8677	wide (passageway)	Najamba	wàyɛ́:	w à j ɛ́ː
8678	wide (passageway)	Nanga	gâw	ɡ â w
8679	wide (passageway)	Penange	bámbá	b á m b á
8680	wide (passageway)	Perge_Tegu	wáy	w á j
8681	wide (passageway)	Sangha_So	ùsí	ù s í
8682	wide (passageway)	Tebul_Ure	wàyɛ́	w à j ɛ́
8683	wide (passageway)	Tebul_Ure	wǎygɔ́	w ǎ j ɡ ɔ́
8684	wide (passageway)	Tiranige	báy	b á j
8685	wide (passageway)	Togo_Kan	wá:	w áː
8686	wide (passageway)	Tommo_So	wánnú	w á n n ú
8687	wide (passageway)	Toro_Tegu	pótó	p ó t ó
8688	wide (passageway)	Yanda_Dom	wàyⁿ	w à j̃
8689	wide (passageway)	Yorno_So	wán	w á n
8690	wide (passageway)	Dogul_Dom	pày-gú	p à j ɡ ú
8691	wide (passageway)	Donno_So	wáyà	w á j à
8692	wife	Bangime	pʷéɛ̀	pʷ é ɛ̀
8693	wife	Bankan_Tey	yǎm	j ǎ m
8694	wife	Bankan_Tey	yǎ:	j ǎː
8695	wife	Ben_Tey	yǎm	j ǎ m
8696	wife	Ben_Tey	yǎ:	j ǎː
8697	wife	Bunoge	yɔ́	j ɔ́
8698	wife	Dogul_Dom	yáágù	j áː ɡ ù
8699	wife	Gourou	ɲɛ̌m	ɲ ɛ̌ m
8700	wife	Jamsay_Douentza	ɲɛ̌n	ɲ ɛ̌ n
8701	wife	Mombo	yɔ̂:	j ɔ̂ː
8702	wife	Najamba	yàwó:	j à w óː
8703	wife	Najamba	yɛ̌:	j ɛ̌ː
8704	wife	Nanga	yǎŋ	j ǎ ŋ
8705	wife	Penange	yɔ̀:	j ɔ̀ː
8706	wife	Perge_Tegu	ɲǎm	ɲ ǎ m
8707	wife	Perge_Tegu	ɲàrⁿú	ɲ à r̃ ú
8708	wife	Sangha_So	yààrⁿá	j àː r̃ á
8709	wife	Tebul_Ure	yǎ	j ǎ
8710	wife	Tiranige	yé:	j éː
8711	wife	Togo_Kan	ɲɛ̌	ɲ ɛ̌
8712	wife	Tommo_So	yààná	j àː n á
8713	wife	Toro_Tegu	yⁿǎm	j̃ ǎ m
8714	wife	Toro_Tegu	yⁿàrⁿú	j̃ à r̃ ú
8715	wife	Yanda_Dom	yɛ̀	j ɛ̀
8716	wife	Yanda_Dom	mù	m ù
8717	wife	Yorno_So	yǎ:m	j ǎː m
8718	wife	Yorno_So	yǎ:rⁿá	j ǎː r̃ á
8719	wife	Donno_So	yà:-ná	j àː n á
8720	wind (airflow)	Ampari	ɛ̀rɛ̀rì	ɛ̀ r ɛ̀ r ì
8721	wind (airflow)	Bangime	péʋɛ̀rɛ̀	p é ʋ ɛ̀ r ɛ̀
8722	wind (airflow)	Bankan_Tey	ósósô:	ó s ó s ôː
8723	wind (airflow)	Ben_Tey	ó:sò	óː s ò
8724	wind (airflow)	Bunoge	yàlè	j à l è
8725	wind (airflow)	Dogul_Dom	ɛ́nnɛ̀	ɛ́ n n ɛ̀
8726	wind (airflow)	Gourou	ó:só	óː s ó
8727	wind (airflow)	Jamsay_Douentza	ó:ɲó	óː ɲ ó
8728	wind (airflow)	Jamsay_Mondoro	ó:ɲó	óː ɲ ó
8729	wind (airflow)	Mombo	yálé	j á l é
8730	wind (airflow)	Najamba	énánáŋgó	é n á n á ŋ ɡ ó
8731	wind (airflow)	Najamba	énáné: = ɛ́nɛ́nɛ́:	é n á n éː #  # ɛ́ n ɛ́ n ɛ́ː
8732	wind (airflow)	Najamba	énáŋgó	é n á ŋ ɡ ó
8733	wind (airflow)	Najamba	ɛ́nɛ́:	ɛ́ n ɛ́ː
8734	wind (airflow)	Nanga	úsúrⁿò	ú s ú r̃ ò
8735	wind (airflow)	Nanga	úsúrⁿɔ̀	ú s ú r̃ ɔ̀
8736	wind (airflow)	Penange	yàlè	j à l è
8737	wind (airflow)	Perge_Tegu	ó:njó	óː n dʒ ó
8738	wind (airflow)	Sangha_So	óɲó	ó ɲ ó
8739	wind (airflow)	Tebul_Ure	ídá	í d á
8740	wind (airflow)	Tiranige	ìɲìnɛ̀	ì ɲ ì n ɛ̀
8741	wind (airflow)	Togo_Kan	ó:ɲó	óː ɲ ó
8742	wind (airflow)	Tommo_So	ódóró	ó d ó r ó
8743	wind (airflow)	Toro_Tegu	zámà	z á m à
8744	wind (airflow)	Yanda_Dom	ɛ́nɛ́n	ɛ́ n ɛ́ n
8745	wind (airflow)	Yanda_Dom	ɛ́nɛ́ŋ	ɛ́ n ɛ́ ŋ
8746	wind (airflow)	Yorno_So	óɲɔ́	ó ɲ ɔ́
8747	wind (airflow)	Donno_So	gɛ́:dɛ̀	ɡ ɛ́ː d ɛ̀
8748	wing (of bird)	Bangime	kǔwò	k ǔ w ò
8749	wing (of bird)	Bankan_Tey	jɛ̀ndɛ̂:	dʒ ɛ̀ n d ɛ̂ː
8750	wing (of bird)	Ben_Tey	gámjá	ɡ á m dʒ á
8751	wing (of bird)	Bunoge	gúbà	ɡ ú b à
8752	wing (of bird)	Dogul_Dom	gáámbùrù	ɡ áː m b ù r ù
8753	wing (of bird)	Gourou	gámsá	ɡ á m s á
8754	wing (of bird)	Jamsay_Douentza	gámɲú	ɡ á m ɲ ú
8755	wing (of bird)	Jamsay_Mondoro	gámɲú	ɡ á m ɲ ú
8756	wing (of bird)	Mombo	kárákárá	k á r á k á r á
8757	wing (of bird)	Najamba	kàkàrâ:	k à k à r âː
8758	wing (of bird)	Najamba	kàkàrɛ̂:	k à k à r ɛ̂ː
8759	wing (of bird)	Nanga	jɛ̀rɛ́	dʒ ɛ̀ r ɛ́
8760	wing (of bird)	Nanga	kàkásâ	k à k á s â
8761	wing (of bird)	Penange	gùbà	ɡ ù b à
8762	wing (of bird)	Perge_Tegu	gámjá	ɡ á m dʒ á
8763	wing (of bird)	Sangha_So	gámúrú	ɡ á m ú r ú
8764	wing (of bird)	Tebul_Ure	kákárá	k á k á r á
8765	wing (of bird)	Tiranige	pɛ̀nɛ̀pɛ̀nɛ̀	p ɛ̀ n ɛ̀ p ɛ̀ n ɛ̀
8766	wing (of bird)	Togo_Kan	gáɲá	ɡ á ɲ á
8767	wing (of bird)	Tommo_So	kákárú	k á k á r ú
8768	wing (of bird)	Tomo_Kan_Segue	gànjá	ɡ à n dʒ á
8769	wing (of bird)	Toro_Tegu	jɛ̀tá	dʒ ɛ̀ t á
8770	wing (of bird)	Yanda_Dom	kàgádà	k à ɡ á d à
8771	wing (of bird)	Yorno_So	gámìrù	ɡ á m ì r ù
8772	wing (of bird)	Donno_So	gámbùrù	ɡ á m b ù r ù
8773	with what?	Ampari	ìnjɛ̀ ró	ì n dʒ ɛ̀ # r ó
8774	with what?	Bankan_Tey	ǹjé ɲâŋ	ǹ dʒ é # ɲ â ŋ
8775	with what?	Ben_Tey	ǹjé ɲây	ǹ dʒ é # ɲ â j
8776	with what?	Bunoge	ʔèbégè ndò	ʔ è b é ɡ è # n d ò
8777	with what?	Dogul_Dom	ágíyàŋ	á ɡ í j à ŋ
8778	with what?	Jamsay_Douentza	ìɲé lè	ì ɲ é # l è
8779	with what?	Jamsay_Mondoro	ìɲé lè	ì ɲ é # l è
8780	with what?	Mombo	ínjé ńdô:	í n dʒ é # ń d ôː
8781	with what?	Najamba	yèŋgé má	j è ŋ ɡ é # m á
8782	with what?	Nanga	kɔ̀ɲɛ́ ỳŋà	k ɔ̀ ɲ ɛ́ # j̀ ŋ à
8783	with what?	Nanga	ǹɲɛ́ ỳŋà	ǹ ɲ ɛ́ # j̀ ŋ à
8784	with what?	Penange	njɛ̂:ní	n dʒ ɛ̂ː n í
8785	with what?	Perge_Tegu	ìnjé lè	ì n dʒ é # l è
8786	with what?	Tebul_Ure	ìnjé nì:	ì n dʒ é # n ìː
8787	with what?	Tebul_Ure	cìnjé nì:	tʃ ì n dʒ é # n ìː
8788	with what?	Tiranige	ndégé sìyà:	n d é ɡ é # s ì j àː
8789	with what?	Togo_Kan	ìŋé bè	ì ŋ é # b è
8790	with what?	Tommo_So	ńjɛ́ le	ń dʒ ɛ́ # l e
8791	with what?	Toro_Tegu	èsé sì:	è s é # s ìː
8792	with what?	Toro_Tegu	yé sì:	j é # s ìː
8793	with what?	Yanda_Dom	cìʔə̀ɲè mí:	tʃ ì ʔ ə̀ ɲ è # m íː
8794	with what?	Yanda_Dom	ʔə̀ɲè mí:	ʔ ə̀ ɲ è # m íː
8795	with what?	Yorno_So	ǹjɛ́ lé	ǹ dʒ ɛ́ # l é
8796	woman, female person	Ampari	ìndá yɔ̀:	ì n d á # j ɔ̀ː
8797	woman, female person	Ampari	yɔ̌:	j ɔ̌ː
8798	woman, female person	Bangime	ɲìjɛ̀rɛ́	ɲ ì dʒ ɛ̀ r ɛ́
8799	woman, female person	Bankan_Tey	yǎm	j ǎ m
8800	woman, female person	Bankan_Tey	yǎ:	j ǎː
8801	woman, female person	Ben_Tey	yǎm	j ǎ m
8802	woman, female person	Ben_Tey	yǎ:	j ǎː
8803	woman, female person	Bunoge	yɔ́	j ɔ́
8804	woman, female person	Dogul_Dom	yáá	j áː
8805	woman, female person	Dogul_Dom	nòò yáá	n òː # j áː
8806	woman, female person	Gourou	ɲɛ̌m	ɲ ɛ̌ m
8807	woman, female person	Gourou	ɲɛ̌n	ɲ ɛ̌ n
8808	woman, female person	Jamsay_Douentza	ɲɛ̌m	ɲ ɛ̌ m
8809	woman, female person	Jamsay_Douentza	ɲɛ̌n	ɲ ɛ̌ n
8810	woman, female person	Jamsay_Mondoro	ɲɛ̌m	ɲ ɛ̌ m
8811	woman, female person	Jamsay_Mondoro	ɲɛ̌n	ɲ ɛ̌ n
8812	woman, female person	Mombo	yɔ̂:	j ɔ̂ː
8813	woman, female person	Najamba	yàwó:	j à w óː
8814	woman, female person	Najamba	yɛ̌:	j ɛ̌ː
8815	woman, female person	Nanga	yǎŋ	j ǎ ŋ
8816	woman, female person	Nanga	yǎ:	j ǎː
8817	woman, female person	Penange	yɔ̀:	j ɔ̀ː
8818	woman, female person	Perge_Tegu	ɲǎm	ɲ ǎ m
8819	woman, female person	Perge_Tegu	ɲàrⁿú	ɲ à r̃ ú
8820	woman, female person	Sangha_So	jààrⁿá	dʒ àː r̃ á
8821	woman, female person	Tebul_Ure	yǎ	j ǎ
8822	woman, female person	Tebul_Ure	yàmbɔ́	j à m b ɔ́
8823	woman, female person	Tiranige	yé:	j éː
8824	woman, female person	Tiranige	yé:gé	j éː ɡ é
8825	woman, female person	Tiranige	ndàyé:	n d à j éː
8826	woman, female person	Togo_Kan	ɲɛ̌	ɲ ɛ̌
8827	woman, female person	Tommo_So	yààná	j àː n á
8828	woman, female person	Tomo_Kan_Diangassagou	ɲòwⁿ	ɲ ò w̃
8829	woman, female person	Tomo_Kan_Segue	ɲɔ̀wⁿ	ɲ ɔ̀ w̃
8830	woman, female person	Toro_Tegu	yⁿǎm	j̃ ǎ m
8831	woman, female person	Toro_Tegu	yⁿàmú	j̃ à m ú
8832	woman, female person	Toro_Tegu	yⁿàrⁿú	j̃ à r̃ ú
8833	woman, female person	Yanda_Dom	yɛ̀	j ɛ̀
8834	woman, female person	Yanda_Dom	yɛ̀mù	j ɛ̀ m ù
8835	woman, female person	Yorno_So	yǎ:m	j ǎː m
8836	woman, female person	Yorno_So	yǎ:rⁿá	j ǎː r̃ á
8837	woman, female person	Donno_So	yà:-ná	j àː n á
8838	woman, female person	Donno_So	yǎ:-ŋ	j ǎː ŋ
8839	woman, female person	Donno_So	yà:-nà pǎy	j àː n à # p ǎ j
8840	wood	Bangime	síɛ̀	s í ɛ̀
8841	wood	Bankan_Tey	tǐn	t ǐ n
8842	wood	Ben_Tey	tìrⁿí	t ì r̃ í
8843	wood	Ben_Tey	tìrⁿú	t ì r̃ ú
8844	wood	Bunoge	tè:ŋgè	t èː ŋ ɡ è
8845	wood	Dogul_Dom	bèég	b ěː ɡ
8846	wood	Dogul_Dom	tééŋ	t éː ŋ
8847	wood	Gourou	tǐn	t ǐ n
8848	wood	Jamsay_Douentza	tǐn	t ǐ n
8849	wood	Mombo	té:ŋgé	t éː ŋ ɡ é
8850	wood	Najamba	té:	t éː
8851	wood	Najamba	té:ŋgó	t éː ŋ ɡ ó
8852	wood	Nanga	tìrⁿí	t ì r̃ í
8853	wood	Penange	té:ŋgé	t éː ŋ ɡ é
8854	wood	Perge_Tegu	tìrⁿí	t ì r̃ í
8855	wood	Sangha_So	tírⁿú	t í r̃ ú
8856	wood	Tebul_Ure	tìnɛ̌:	t ì n ɛ̌ː
8857	wood	Tiranige	tè:ŋgè	t èː ŋ ɡ è
8858	wood	Togo_Kan	tǐⁿ	t ĩ̌
8859	wood	Tommo_So	tìnú	t ì n ú
8860	wood	Toro_Tegu	tìrⁿú	t ì r̃ ú
8861	wood	Yanda_Dom	té:	t éː
8862	wood	Yorno_So	tǐn	t ǐ n
8863	wood	Donno_So	tànná	t à n n á
8864	word, name (of sth)	Bangime	níì	n îː
8865	word, name (of sth)	Bankan_Tey	ɲìnnî:	ɲ ì n n îː
8866	word, name (of sth)	Bankan_Tey	ŋìnnî:	ŋ ì n n îː
8867	word, name (of sth)	Ben_Tey	ìnìrⁿî:	ì n ì r̃ îː
8868	word, name (of sth)	Dogul_Dom	ínó	í n ó
8869	word, name (of sth)	Jamsay_Douentza	bón	b ó n
8870	word, name (of sth)	Mombo	íní	í n í
8871	word, name (of sth)	Najamba	ínèn	í n è n
8872	word, name (of sth)	Nanga	ǹnèrⁿî	ǹ n è r̃ î
8873	word, name (of sth)	Perge_Tegu	sórⁿú	s ó r̃ ú
8874	word, name (of sth)	Sangha_So	bój	b ó dʒ
8875	word, name (of sth)	Tebul_Ure	bóné:	b ó n éː
8876	word, name (of sth)	Tebul_Ure	bóngó	b ó n ɡ ó
